RANK,WORD,PART OF SPEECH,FREQUENCY,DISPERSION
4721,   liver,n,5415,0.94
1336,   living,n,28736,0.95
2078,   living,j,16823,0.97
2924,   load,v,10736,0.96
2961,   load,n,10869,0.93
1711,   loan,n,22324,0.91
3770,   lobby,n,7556,0.94
424,   local,j,92970,0.95
1693,   locate,v,21843,0.94
1439,   location,n,26463,0.94
2242,   lock,v,15616,0.93
3801,   lock,n,7605,0.92
3453,   log,n,8606,0.94
3497,   logic,n,8646,0.92
4625,   logical,j,5644,0.93
4041,   lonely,j,6868,0.94
255,   long,j,149050,0.97
262,   long,r,142007,0.97
1845,   long,c,19227,0.97
1774,   long-term,j,20841,0.94
3572,   longtime,j,8439,0.91
85,   look,v,491707,0.93
604,   look,n,66194,0.94
4294,   loop,n,6175,0.94
2874,   loose,j,11299,0.94
284,   lose,v,134102,0.97
789,   loss,n,49759,0.95
2698,   lost,j,11886,0.97
239,   lot,n,169570,0.92
1557,   lots,p,23750,0.95
3120,   loud,j,10324,0.9
3867,   loud,r,7541,0.9
391,   love,v,103681,0.95
580,   love,n,67495,0.96
3312,   lovely,j,9327,0.92
2806,   lover,n,11499,0.95
361,   low,j,108990,0.95
4866,   low,r,5024,0.96
2068,   lower,v,17206,0.95
4824,   loyal,j,5066,0.97
4116,   loyalty,n,6604,0.94
2406,   luck,n,14186,0.95
2145,   lucky,j,16550,0.94
1595,   lunch,n,23220,0.94
3276,   lung,n,9206,0.95
1025,   machine,n,38407,0.96
2595,   mad,j,12903,0.94
1004,   magazine,n,39197,0.96
3440,   magic,j,8506,0.95
3877,   magic,n,7415,0.92
4882,   magnetic,j,5377,0.9
4010,   magnitude,n,7115,0.91
2531,   mail,n,13024,0.96
891,   main,j,43707,0.97
2829,   mainly,r,11367,0.95
3562,   mainstream,j,8170,0.94
925,   maintain,v,43493,0.93
3091,   maintenance,n,10167,0.93
445,   major,j,87487,0.95
4589,   major,n,5678,0.93
1089,   majority,n,36758,0.94
45,   make,v,857168,0.98
2364,   maker,n,14586,0.94
3395,   makeup,n,8916,0.93
1539,   male,j,24873,0.93
1721,   male,n,22398,0.9
3076,   mall,n,10189,0.94
94,   man,n,409760,0.95
948,   manage,v,40536,0.97
909,   management,n,45112,0.92
880,   manager,n,46187,0.93
4962,   managing,j,5126,0.92
3759,   mandate,n,7704,0.92
4291,   manipulate,v,6159,0.94
1831,   manner,n,20012,0.94
4816,   mansion,n,5233,0.94
4993,   manual,n,5040,0.93
2271,   manufacturer,n,15741,0.92
3188,   manufacturing,n,9822,0.92
99,   many,d,385348,0.97
1551,   map,n,23666,0.96
4873,   marble,n,5210,0.93
3511,   march,v,8267,0.95
3333,   margin,n,8994,0.95
4964,   marine,j,5154,0.92
1692,   mark,v,21236,0.97
2143,   mark,n,15973,0.97
4865,   marker,n,5156,0.94
403,   market,n,100435,0.94
2795,   market,v,11650,0.94
2312,   marketing,n,15259,0.92
4540,   marketplace,n,5650,0.95
1014,   marriage,n,38517,0.96
1619,   married,j,22352,0.97
1340,   marry,v,28722,0.95
2917,   mask,n,11196,0.93
2002,   mass,n,18107,0.94
2203,   mass,j,15939,0.93
2010,   massive,j,17551,0.97
1897,   master,n,18880,0.96
1986,   match,v,17788,0.97
2704,   match,n,12025,0.95
4102,   mate,n,6693,0.94
642,   material,n,62440,0.92
3008,   math,n,10430,0.94
4302,   mathematics,n,6828,0.85
529,   matter,n,73842,0.97
1763,   matter,v,20534,0.96
3769,   matter,d,7396,0.96
3638,   maximum,j,8075,0.92
119,   may,v,324569,0.95
384,   maybe,r,108421,0.92
2508,   mayor,n,13903,0.91
61,   me,p,709623,0.92
1722,   meal,n,21556,0.94
154,   mean,v,242198,0.93
1460,   mean,n,28991,0.85
1909,   mean,j,19792,0.91
1617,   meaning,n,24064,0.9
3805,   meaningful,j,7719,0.9
4892,   meantime,n,5022,0.96
1861,   meanwhile,r,19504,0.95
943,   measure,n,43938,0.9
1384,   measure,v,28612,0.91
3255,   measurement,n,10187,0.87
1802,   meat,n,20271,0.95
4303,   mechanic,n,6092,0.95
3766,   mechanical,j,7835,0.9
2700,   mechanism,n,12948,0.89
3482,   medal,n,8991,0.89
758,   media,n,51798,0.94
647,   medical,j,59424,0.96
3176,   medication,n,9789,0.93
1481,   medicine,n,25511,0.95
3269,   medium,n,9523,0.92
3649,   medium,j,8586,0.87
289,   meet,v,128737,0.98
773,   meeting,n,49916,0.96
3490,   melt,v,8533,0.93
286,   member,n,134731,0.95
3111,   membership,n,10273,0.91
894,   memory,n,43531,0.97
1593,   mental,j,23650,0.93
4411,   mentally,r,5793,0.96
975,   mention,v,39815,0.97
4812,   mention,n,5137,0.96
4611,   mentor,n,5757,0.91
3113,   menu,n,10238,0.91
4166,   merchant,n,6474,0.94
2948,   mere,j,10778,0.95
2001,   merely,r,18094,0.94
4549,   merit,n,5670,0.94
3410,   mess,n,8745,0.94
810,   message,n,47533,0.97
1583,   metal,n,23317,0.95
3964,   metaphor,n,7461,0.88
3050,   meter,n,10246,0.94
1001,   method,n,42667,0.88
4341,   metropolitan,j,6149,0.93
2268,   Mexican,j,15514,0.93
991,   middle,j,40402,0.94
1268,   middle,n,30199,0.96
4998,   middle-class,j,5025,0.93
3491,   midnight,n,8440,0.94
4385,   midst,n,5760,0.98
175,   might,v,209059,0.98
4558,   migration,n,6067,0.88
3856,   mild,j,7211,0.95
475,   military,j,85152,0.93
3324,   military,n,9288,0.92
2050,   milk,n,17812,0.93
4487,   mill,n,5761,0.95
223,   million,m,176895,0.93
470,   mind,n,82808,0.96
2083,   mind,v,17378,0.93
2257,   mine,p,15794,0.92
2573,   mine,n,12824,0.95
4634,   mineral,n,5758,0.91
4358,   minimal,j,6176,0.92
3999,   minimize,v,7139,0.91
3668,   minimum,j,8011,0.92
4430,   minimum,n,5867,0.94
1924,   minister,n,19154,0.93
4284,   ministry,n,6250,0.93
2633,   minor,j,12346,0.96
1642,   minority,n,23167,0.92
309,   minute,n,126660,0.95
3307,   miracle,n,8981,0.96
1867,   mirror,n,20081,0.92
836,   miss,v,46525,0.96
2389,   missile,n,15147,0.89
3530,   missing,j,8232,0.95
1099,   mission,n,35217,0.96
4972,   missionary,n,5438,0.87
1436,   mistake,n,26080,0.96
1773,   mix,v,20642,0.95
2881,   mix,n,11247,0.94
4215,   mixed,j,6327,0.95
2433,   mixture,n,14856,0.89
2966,   mm-hmm,u,13755,0.73
4739,   mobile,j,5339,0.94
2817,   mode,n,12107,0.89
505,   model,n,82973,0.91
4527,   model,v,5925,0.91
3294,   moderate,j,9220,0.94
1050,   modern,j,38372,0.93
3128,   modest,j,9746,0.96
3718,   modify,v,8997,0.8
4845,   molecule,n,5445,0.89
1618,   mom,n,23450,0.92
369,   moment,n,109720,0.94
4400,   momentum,n,5911,0.94
233,   money,n,164794,0.95
2370,   monitor,v,14499,0.94
3660,   monitor,n,7879,0.94
4610,   monkey,n,5698,0.92
3599,   monster,n,8164,0.93
237,   month,n,162685,0.96
3552,   monthly,j,8335,0.93
4106,   monument,n,6680,0.94
2365,   mood,n,14227,0.96
2471,   moon,n,13959,0.92
1467,   moral,j,26980,0.91
81,   more,r,517536,0.97
91,   more,d,420170,0.97
2302,   moreover,r,16163,0.88
358,   morning,n,114002,0.92
4715,   mortality,n,5785,0.88
3244,   mortgage,n,10022,0.89
144,   most,r,246360,0.96
187,   most,d,197086,0.96
1331,   mostly,r,28178,0.97
230,   mother,n,169407,0.93
1836,   motion,n,19649,0.95
3570,   motivate,v,8324,0.92
3151,   motivation,n,10566,0.87
3615,   motive,n,8029,0.94
3162,   motor,n,9977,0.92
3012,   mount,v,10303,0.96
1246,   mountain,n,31322,0.94
3336,   mouse,n,9449,0.9
1065,   mouth,n,40200,0.88
207,   move,v,179388,0.97
1406,   move,n,26717,0.96
708,   movement,n,56201,0.94
577,   movie,n,69387,0.94
211,   Mr,n,188555,0.91
1038,   Mrs,n,40545,0.9
1275,   Ms,n,31610,0.91
146,   much,d,244507,0.97
298,   much,r,126029,0.98
3644,   mud,n,8026,0.93
1962,   multiple,j,19512,0.89
4719,   municipal,j,5536,0.92
1388,   murder,n,28335,0.92
3508,   murder,v,8462,0.93
1725,   muscle,n,21931,0.92
1736,   museum,n,21715,0.93
4298,   mushroom,n,6454,0.9
393,   music,n,102657,0.95
2115,   musical,j,16931,0.93
2959,   musician,n,10580,0.96
2615,   Muslim,j,13147,0.92
3546,   Muslim,n,8498,0.91
224,   must,v,171043,0.96
4884,   mutter,v,5753,0.84
2821,   mutual,j,11566,0.93
44,   my,a,919821,0.93
663,   myself,p,59716,0.93
4132,   mysterious,j,6484,0.96
2352,   mystery,n,14211,0.97
3101,   myth,n,10161,0.93
3588,   nail,n,8255,0.92
3214,   naked,j,9897,0.91
299,   name,n,127139,0.97
816,   name,v,47375,0.97
3124,   narrative,n,10954,0.85
2023,   narrow,j,17840,0.95
4525,   nasty,j,5682,0.95
413,   nation,n,97212,0.95
232,   national,j,166359,0.95
4983,   nationwide,r,5104,0.92
1410,   native,j,28026,0.92
716,   natural,j,55526,0.94
2820,   naturally,r,11304,0.96
697,   nature,n,57929,0.92
4995,   naval,j,4990,0.94
707,   near,i,54869,0.96
4175,   near,j,6296,0.97
4317,   near,r,6097,0.94
2445,   nearby,j,13820,0.95
3757,   nearby,r,7545,0.94
599,   nearly,r,64860,0.96
4734,   neat,j,5359,0.94
1971,   necessarily,r,18334,0.94
985,   necessary,j,40776,0.93
3986,   necessity,n,7071,0.92
1529,   neck,n,25716,0.9
132,   need,v,276744,0.98
541,   need,n,74877,0.93
3841,   needle,n,7378,0.94
1478,   negative,j,26847,0.9
2565,   negotiate,v,13043,0.94
2279,   negotiation,n,15680,0.92
1446,   neighbor,n,25497,0.97
1137,   neighborhood,n,34691,0.94
4889,   neighboring,j,5082,0.95
1804,   neither,r,20100,0.95
2940,   neither,d,10587,0.97
3108,   nerve,n,9933,0.94
2415,   nervous,j,14100,0.95
4174,   nest,n,6541,0.93
2906,   net,n,10918,0.95
3492,   net,j,8563,0.93
885,   network,n,45122,0.94
4265,   neutral,j,6331,0.93
138,   never,r,262584,0.96
2605,   nevertheless,r,13190,0.92
88,   new,j,435993,0.97
2814,   newly,r,11388,0.95
575,   news,n,70051,0.94
1068,   newspaper,n,37522,0.94
218,   next,m,176306,0.96
1518,   next,i,25720,0.91
900,   nice,j,44792,0.93
209,   night,n,184511,0.93
3620,   nightmare,n,7895,0.95
1164,   nine,m,32967,0.97
93,   no,a,402222,0.98
699,   no,r,54602,0.98
916,   no,u,44951,0.91
1111,   no,p,35016,0.96
4555,   no,d,5591,0.95
1154,   nobody,p,34280,0.94
1565,   nod,v,27283,0.82
2030,   noise,n,18024,0.93
3260,   nomination,n,9698,0.91
4123,   nominee,n,7138,0.87
1090,   none,p,35359,0.98
3325,   nonetheless,r,9168,0.93
3873,   nonprofit,j,7482,0.91
3859,   noon,n,7425,0.92
1066,   nor,c,37230,0.95
3416,   norm,n,9360,0.88
1221,   normal,j,31265,0.97
2611,   normally,r,12402,0.97
579,   north,n,68046,0.96
4162,   northeast,n,6500,0.94
1564,   northern,j,23783,0.94
3429,   northwest,n,8650,0.94
1748,   nose,n,21938,0.91
28,   not,x,1638830,0.98
2929,   not,c,11295,0.91
704,   note,v,57025,0.93
878,   note,n,44720,0.96
4477,   notebook,n,5884,0.93
316,   nothing,p,126717,0.94
1048,   notice,v,38910,0.92
3621,   notice,n,7762,0.97
1726,   notion,n,21801,0.93
1656,   novel,n,22392,0.94
72,   now,r,605997,0.94
1906,   now,c,19126,0.95
2946,   nowhere,r,10658,0.96
29,   n't,x,1619007,0.97
1180,   nuclear,j,34264,0.92
204,   number,n,186005,0.96
2295,   numerous,j,15389,0.93
1889,   nurse,n,19385,0.94
3216,   nut,n,9605,0.94
4904,   nutrient,n,5426,0.88
4474,   oak,n,5938,0.92
1156,   object,n,35040,0.92
4338,   object,v,5909,0.97
4789,   objection,n,5276,0.94
2427,   objective,n,15107,0.88
3013,   obligation,n,10538,0.93
2123,   observation,n,17500,0.9
1301,   observe,v,30737,0.92
2478,   observer,n,13806,0.93
3603,   obstacle,n,8075,0.94
1604,   obtain,v,24538,0.89
1700,   obvious,j,21052,0.97
1285,   obviously,r,31299,0.91
2282,   occasion,n,14792,0.97
3542,   occasional,j,8162,0.95
2507,   occasionally,r,13321,0.95
3364,   occupation,n,9115,0.92
2732,   occupy,v,11756,0.96
757,   occur,v,52768,0.93
1856,   ocean,n,19421,0.96
4103,   o'clock,r,6972,0.97
2762,   odd,j,11849,0.94
3266,   odds,n,9094,0.96
4,   of,i,10343885,0.97
205,   off,r,183854,0.95
388,   off,i,104122,0.95
4771,   offender,n,5417,0.92
2850,   offense,n,11680,0.91
3195,   offensive,j,9902,0.91
374,   offer,v,106473,0.96
2109,   offer,n,16612,0.95
4022,   offering,n,6856,0.94
342,   office,n,114791,0.97
671,   officer,n,57617,0.96
527,   official,n,79026,0.91
1846,   official,j,19628,0.95
4113,   officially,r,6462,0.97
275,   often,r,140731,0.95
412,   oh,u,103613,0.89
547,   oil,n,74386,0.93
833,   ok,r,54697,0.82
3046,   OK,j,10733,0.9
1651,   okay,r,24243,0.87
3379,   okay,j,9499,0.88
152,   old,j,236577,0.96
4791,   old-fashioned,j,5200,0.95
2760,   Olympic,j,13072,0.85
3807,   Olympics,n,8039,0.87
17,   on,i,2485306,0.99
155,   on,r,236980,0.95
301,   once,r,126203,0.97
1191,   once,c,32180,0.97
51,   one,m,768232,0.98
104,   one,p,369553,0.98
839,   one,n,45596,0.98
4857,   one-third,m,5210,0.93
2996,   ongoing,j,10721,0.92
2590,   onion,n,13769,0.88
2277,   online,j,15848,0.91
3522,   online,r,8729,0.9
101,   only,r,379574,0.98
329,   only,j,117700,0.98
929,   onto,i,43538,0.92
356,   open,v,111857,0.94
582,   open,j,67218,0.97
1954,   opening,n,18058,0.97
4541,   openly,r,5558,0.96
3888,   opera,n,7332,0.92
1316,   operate,v,29345,0.95
3235,   operating,n,9480,0.94
829,   operation,n,47276,0.95
3238,   operator,n,9351,0.95
1127,   opinion,n,34501,0.95
2200,   opponent,n,15803,0.94
626,   opportunity,n,62422,0.95
1959,   oppose,v,18484,0.94
4216,   opposed,i,6418,0.93
2241,   opposite,j,15554,0.94
1891,   opposition,n,19847,0.92
4755,   opt,v,5371,0.93
4183,   optimistic,j,6412,0.95
1106,   option,n,35434,0.95
32,   or,c,1379320,0.97
3913,   oral,j,7448,0.9
3171,   orange,j,9755,0.94
3303,   orange,n,9219,0.94
4217,   orbit,n,6490,0.92
685,   order,n,56483,0.96
1347,   order,v,27950,0.97
2289,   ordinary,j,14776,0.97
3423,   organ,n,8596,0.95
3094,   organic,j,10572,0.89
4424,   organism,n,6210,0.89
600,   organization,n,67278,0.93
4522,   organizational,j,6445,0.84
1659,   organize,v,22389,0.94
4966,   organized,j,5011,0.94
3224,   orientation,n,10613,0.85
2571,   origin,n,13654,0.9
1138,   original,j,34368,0.95
2877,   originally,r,10995,0.96
75,   other,j,547799,0.97
715,   other,p,54372,0.96
2355,   other,i,14165,0.97
337,   others,n,115771,0.97
1536,   otherwise,r,23793,0.97
1767,   ought,v,21552,0.91
79,   our,a,525107,0.97
4139,   ours,p,6422,0.96
1791,   ourselves,p,19926,0.97
64,   out,r,678603,0.96
149,   out,i,242443,0.96
1760,   outcome,n,22721,0.87
3650,   outdoor,j,8101,0.92
3735,   outer,j,7618,0.94
4449,   outfit,n,5850,0.94
4678,   outlet,n,5497,0.94
4478,   outline,v,5859,0.93
4122,   output,n,7041,0.88
812,   outside,i,46628,0.98
1750,   outside,r,21556,0.92
2072,   outside,j,16797,0.97
4495,   outsider,n,5690,0.96
4039,   outstanding,j,6803,0.94
2943,   oven,n,11454,0.89
124,   over,i,300349,0.98
182,   over,r,208260,0.95
1955,   overall,j,19031,0.92
3926,   overall,r,7225,0.92
2730,   overcome,v,11801,0.96
3165,   overlook,v,9553,0.96
4796,   overnight,r,5170,0.96
4094,   oversee,v,6773,0.93
4856,   overwhelm,v,4976,0.97
3608,   overwhelming,j,7831,0.97
3004,   owe,v,10141,0.97
148,   own,d,240452,0.98
1125,   own,v,34577,0.95
1024,   owner,n,39492,0.93
3619,   ownership,n,8177,0.92
3875,   oxygen,n,7191,0.94
2556,   pace,n,12891,0.96
2293,   pack,v,15169,0.94
2589,   pack,n,13238,0.92
1696,   package,n,21665,0.95
3700,   pad,n,7846,0.93
709,   page,n,55937,0.94
940,   pain,n,41350,0.96
3060,   painful,j,9896,0.97
1566,   paint,v,24038,0.93
2678,   paint,n,12673,0.91
3350,   painter,n,9153,0.92
1060,   painting,n,39264,0.91
1494,   pair,n,25289,0.95
4731,   palace,n,5347,0.94
2958,   pale,j,11598,0.88
2555,   Palestinian,j,14008,0.88
3155,   Palestinian,n,10484,0.88
3015,   palm,n,11014,0.89
2501,   pan,n,14148,0.9
1616,   panel,n,22529,0.96
4353,   panic,n,6087,0.93
2713,   pant,n,12457,0.91
520,   paper,n,75383,0.97
3946,   parade,n,7010,0.95
328,   parent,n,119610,0.97
4143,   parental,j,7251,0.85
4629,   parish,n,5723,0.91
1233,   park,n,32322,0.93
3499,   park,v,8650,0.92
2342,   parking,n,14970,0.93
178,   part,n,207861,0.98
1830,   part,r,19900,0.95
4741,   part,i,5503,0.91
4596,   partial,j,5716,0.92
4426,   partially,r,5882,0.94
1107,   participant,n,41462,0.81
1491,   participate,v,26500,0.91
2235,   participation,n,17187,0.85
3719,   particle,n,7925,0.91
951,   particular,j,42291,0.93
2569,   particular,r,13259,0.92
781,   particularly,r,50329,0.95
2847,   partly,r,11132,0.96
1052,   partner,n,37540,0.95
2935,   partnership,n,11115,0.92
352,   party,n,112962,0.96
442,   pass,v,86184,0.97
2278,   pass,n,15599,0.92
2230,   passage,n,15702,0.93
2097,   passenger,n,16933,0.95
4396,   passing,j,5903,0.95
2303,   passion,n,14632,0.97
681,   past,j,56588,0.96
979,   past,n,39559,0.97
1393,   past,i,28278,0.92
3657,   past,r,7921,0.94
4546,   pasta,n,6062,0.88
3886,   pastor,n,7260,0.93
4585,   pat,v,5968,0.89
3345,   patch,n,9155,0.93
4454,   patent,n,6024,0.91
1343,   path,n,28344,0.96
4219,   patience,n,6532,0.92
573,   patient,n,72217,0.91
3526,   patient,j,8504,0.92
4223,   patrol,n,6382,0.94
4718,   patron,n,5331,0.95
1020,   pattern,n,40397,0.91
2801,   pause,v,12583,0.87
3760,   pause,n,8140,0.87
287,   pay,v,133133,0.96
2746,   pay,n,11883,0.94
2125,   payment,n,16704,0.94
3079,   PC,n,11072,0.86
936,   peace,n,42273,0.94
3689,   peaceful,j,7704,0.95
2385,   peak,n,14481,0.94
4682,   peanut,n,5604,0.92
4733,   peasant,n,5609,0.9
3955,   peel,v,7182,0.92
2446,   peer,n,14738,0.89
3409,   peer,v,9099,0.9
3618,   pen,n,8117,0.93
2703,   penalty,n,12310,0.93
4464,   pencil,n,5936,0.92
3818,   pension,n,7660,0.91
62,   people,n,691468,0.95
1937,   pepper,n,20220,0.87
669,   per,i,59432,0.93
2184,   perceive,v,17180,0.88
4586,   perceived,j,6386,0.83
1801,   percentage,n,20774,0.92
1880,   perception,n,21086,0.87
1163,   perfect,j,33456,0.96
2457,   perfectly,r,13671,0.95
955,   perform,v,41667,0.94
676,   performance,n,59909,0.92
4001,   performer,n,6896,0.94
436,   perhaps,r,87060,0.98
617,   period,n,64534,0.93
2486,   permanent,j,13390,0.96
3261,   permission,n,9298,0.95
2127,   permit,v,16764,0.93
4840,   permit,n,5305,0.92
4580,   Persian,j,6340,0.83
4397,   persist,v,6013,0.93
346,   person,n,113650,0.97
581,   personal,j,67917,0.96
2092,   personality,n,16933,0.95
2656,   personally,r,12317,0.95
2448,   personnel,n,14095,0.93
1419,   perspective,n,28324,0.9
3293,   persuade,v,8998,0.96
3306,   pet,n,9118,0.95
2264,   phase,n,16045,0.9
2488,   phenomenon,n,14087,0.91
4716,   philosophical,j,5731,0.89
2272,   philosophy,n,15746,0.92
558,   phone,n,71599,0.95
1484,   photo,n,25492,0.94
1652,   photograph,n,22016,0.96
4926,   photograph,v,5006,0.95
3125,   photographer,n,9739,0.96
4024,   photography,n,7087,0.91
2612,   phrase,n,12558,0.96
804,   physical,j,51451,0.9
3271,   physically,r,9039,0.97
2058,   physician,n,17707,0.93
3446,   physics,n,9184,0.88
3327,   piano,n,8968,0.95
518,   pick,v,77197,0.95
3839,   pickup,n,7415,0.93
563,   picture,n,69229,0.97
3939,   picture,v,7103,0.93
3352,   pie,n,9019,0.94
566,   piece,n,68901,0.97
3517,   pig,n,8307,0.95
3027,   pile,n,10594,0.92
4623,   pile,v,5609,0.93
3455,   pill,n,8537,0.94
4057,   pillow,n,7122,0.9
1785,   pilot,n,20192,0.96
4394,   pin,n,6000,0.93
3185,   pine,n,9824,0.93
2512,   pink,j,13849,0.91
4521,   pioneer,n,5755,0.94
3005,   pipe,n,10432,0.95
4994,   pistol,n,5261,0.89
3894,   pit,n,7132,0.94
3184,   pitch,n,9586,0.95
3513,   pitch,v,8628,0.91
3510,   pitcher,n,8835,0.89
3956,   pizza,n,7130,0.93
181,   place,n,202427,0.98
632,   place,v,60927,0.96
4441,   placement,n,6275,0.88
3584,   plain,j,8015,0.95
4740,   plain,n,5337,0.94
4996,   plaintiff,n,5312,0.88
414,   plan,n,95824,0.96
692,   plan,v,55829,0.96
1153,   plane,n,33900,0.95
1601,   planet,n,23567,0.93
4550,   planner,n,5797,0.92
2188,   planning,n,16434,0.91
624,   plant,n,63476,0.93
2487,   plant,v,13526,0.95
1532,   plastic,n,24563,0.94
1534,   plate,n,24592,0.94
2832,   platform,n,11209,0.96
200,   play,v,188328,0.96
942,   play,n,41662,0.95
514,   player,n,81358,0.91
3667,   playoff,n,8803,0.84
4951,   plea,n,5000,0.95
3556,   plead,v,8140,0.95
3810,   pleasant,j,7425,0.94
1171,   please,r,34709,0.92
4125,   please,v,6565,0.95
3481,   pleased,j,8502,0.94
1896,   pleasure,n,19099,0.96
2061,   plenty,p,17445,0.95
2992,   plot,n,10484,0.95
4664,   plunge,v,5490,0.94
2082,   plus,i,17202,0.94
827,   PM,r,54765,0.82
1629,   pocket,n,23580,0.91
2517,   poem,n,13702,0.92
2947,   poet,n,10840,0.94
2984,   poetry,n,10671,0.94
212,   point,n,177481,0.97
605,   point,v,62980,0.98
4754,   poke,v,5575,0.9
2815,   pole,n,11446,0.95
469,   police,n,85880,0.93
4807,   policeman,n,5278,0.93
389,   policy,n,107601,0.92
278,   political,j,144437,0.92
2865,   politically,r,11324,0.94
1797,   politician,n,20360,0.95
954,   politics,n,41758,0.94
1633,   poll,n,24009,0.89
2936,   pollution,n,11396,0.9
3661,   pond,n,7971,0.93
1574,   pool,n,23346,0.96
714,   poor,j,53820,0.97
2568,   pop,v,13123,0.93
3527,   pop,n,8316,0.94
927,   popular,j,42399,0.95
4014,   popularity,n,6836,0.95
643,   population,n,62999,0.91
3067,   porch,n,10894,0.88
4307,   pork,n,6261,0.92
2741,   port,n,11893,0.95
3845,   portfolio,n,7663,0.9
2197,   portion,n,15677,0.95
2677,   portrait,n,12340,0.94
3290,   portray,v,9202,0.94
2250,   pose,v,15230,0.95
513,   position,n,77124,0.96
4225,   position,v,6288,0.95
1053,   positive,j,39310,0.91
2864,   possess,v,11474,0.93
3628,   possession,n,7828,0.96
1199,   possibility,n,32466,0.95
460,   possible,j,85084,0.96
1708,   possibly,r,20953,0.97
2167,   post,n,15693,0.97
4157,   post,v,6558,0.94
3871,   poster,n,7069,0.96
2255,   pot,n,15407,0.94
2273,   potato,n,15561,0.93
1266,   potential,j,31289,0.93
2084,   potential,n,17523,0.92
2854,   potentially,r,11387,0.94
1313,   pound,n,29946,0.93
4826,   pound,v,5327,0.92
1911,   pour,v,19300,0.93
2354,   poverty,n,14891,0.93
3291,   powder,n,9639,0.9
272,   power,n,141357,0.95
1162,   powerful,j,33151,0.97
2301,   practical,j,15303,0.93
3937,   practically,r,6914,0.96
565,   practice,n,73745,0.91
2901,   practice,v,10858,0.96
4293,   practitioner,n,6670,0.87
3754,   praise,v,7379,0.96
4982,   praise,n,4896,0.96
2421,   pray,v,14006,0.95
2117,   prayer,n,16296,0.97
4867,   preach,v,5063,0.96
4028,   precious,j,6716,0.96
3863,   precise,j,7211,0.95
2602,   precisely,r,12878,0.94
4753,   predator,n,5400,0.93
1622,   predict,v,22942,0.94
3641,   prediction,n,7996,0.93
1728,   prefer,v,20946,0.96
3049,   preference,n,10833,0.89
3356,   pregnancy,n,8944,0.94
2652,   pregnant,j,12329,0.96
4453,   preliminary,j,5908,0.93
4605,   premise,n,5695,0.92
4854,   premium,n,5279,0.92
2534,   preparation,n,13553,0.92
775,   prepare,v,49208,0.98
3339,   prescription,n,9169,0.93
1270,   presence,n,30624,0.95
820,   present,v,49659,0.92
1337,   present,j,30645,0.89
2265,   present,n,15267,0.95
2921,   presentation,n,11372,0.91
2229,   preserve,v,15527,0.95
3465,   presidency,n,8814,0.91
304,   president,n,134203,0.9
1624,   presidential,j,24057,0.89
1182,   press,n,33410,0.94
1538,   press,v,24716,0.93
766,   pressure,n,50773,0.96
4333,   presumably,r,6039,0.95
2928,   pretend,v,11330,0.91
799,   pretty,r,50385,0.93
2482,   pretty,j,13951,0.92
4795,   prevail,v,5207,0.95
1087,   prevent,v,36421,0.95
3996,   prevention,n,7352,0.88
1283,   previous,j,30490,0.94
2333,   previously,r,15092,0.92
476,   price,n,84443,0.94
2825,   pride,n,11107,0.97
2313,   priest,n,14889,0.94
2153,   primarily,r,17015,0.91
1513,   primary,j,26043,0.9
3899,   primary,n,7823,0.86
1677,   prime,j,22075,0.94
3149,   principal,n,9920,0.93
3334,   principal,j,9218,0.92
1348,   principle,n,30011,0.9
2228,   print,n,15634,0.94
3177,   print,v,9508,0.96
2879,   prior,i,11746,0.9
4239,   prior,j,6720,0.88
2130,   priority,n,16586,0.94
1289,   prison,n,30248,0.94
2442,   prisoner,n,13928,0.94
3084,   privacy,n,9956,0.96
672,   private,j,57248,0.96
4773,   privately,r,5212,0.95
3647,   privilege,n,7923,0.94
3722,   prize,n,7519,0.96
4097,   pro,n,6867,0.91
4431,   pro,j,6101,0.91
399,   probably,r,99754,0.96
171,   problem,n,217728,0.96
1376,   procedure,n,29044,0.9
2720,   proceed,v,11808,0.96
392,   process,n,107341,0.91
2771,   process,v,11940,0.92
4074,   processing,n,7220,0.88
4663,   processor,n,5882,0.88
4504,   proclaim,v,5716,0.95
543,   produce,v,74169,0.94
1859,   producer,n,19679,0.94
570,   product,n,70883,0.94
962,   production,n,42052,0.93
4006,   productive,j,7006,0.93
4197,   productivity,n,6651,0.91
2909,   profession,n,11469,0.91
1098,   professional,j,36319,0.93
2586,   professional,n,13402,0.91
828,   professor,n,46575,0.97
2699,   profile,n,12089,0.95
1716,   profit,n,21754,0.93
3771,   profound,j,7477,0.95
194,   program,n,195985,0.93
3938,   program,v,7015,0.95
4676,   programming,n,5507,0.94
1517,   progress,n,24645,0.95
4268,   progressive,j,6387,0.92
4029,   prohibit,v,6896,0.93
535,   project,n,75446,0.94
3633,   project,v,7871,0.95
4809,   projection,n,5288,0.93
2920,   prominent,j,10948,0.95
1444,   promise,v,25720,0.97
2016,   promise,n,17342,0.98
3881,   promising,j,7075,0.96
1335,   promote,v,29679,0.92
3823,   promotion,n,7416,0.94
3142,   prompt,v,9741,0.95
2887,   proof,n,10775,0.97
2075,   proper,j,17024,0.96
2902,   properly,r,10783,0.97
996,   property,n,40027,0.94
3088,   proportion,n,10521,0.9
1634,   proposal,n,22830,0.94
1706,   propose,v,21691,0.94
3100,   proposed,j,10288,0.92
3637,   prosecution,n,8941,0.83
2142,   prosecutor,n,17260,0.9
